COUNTRY,OccupancyClassDescription,OccupancySchemeID,OccupancyClassCode
MY,Electric Power - Nuclear Power Plant,RMS IND,6021
MY,Electric Power - Wind Farms (Small),RMS IND,6031
MY,Electric Power - Wind Farms (Mid),RMS IND,6032
MY,Electric Power - Wind Farms (Large),RMS IND,6033
MY,Electric Power - Solar Farms (Small),RMS IND,6041
MY,Electric Power - Solar Farms (Mid),RMS IND,6042
MY,Electric Power - Solar Farms (Large),RMS IND,6043
MY,Natural Gas,RMS IND,7001
MY,Food & Beverage,RMS IND,7011
MY,Data Processing/Telecommunications,RMS IND,7021
MY,Communications,RMS IND,7031
MY,Ports & Harbors,RMS IND,7041
MY,"Dams, Reservoirs only",RMS IND,7051
MY,Water/Sewage treatment plants,RMS IND,7061
MY,Outdoor Mechanical,RMS IND,7071
MY,Airport (Small),RMS IND,7081
MY,Airport (Mid),RMS IND,7082
MY,Airport (Large),RMS IND,7083
NI,Heavy Industrial - Mining,RMS IND,1001
NI,Heavy Industrial - Cement,RMS IND,1011
NI,Heavy Industrial - Steel,RMS IND,1021
NI,Heavy Industrial - Pulp & Paper,RMS IND,1031
NI,Heavy Industrial - Glass,RMS IND,1041
NI,Heavy Industrial - General,RMS IND,1051
NI,Chemical Processing - Primarily Outdoor,RMS IND,2001
NI,Chemical Processing - Primarily Indoor,RMS IND,2011
NI,Light Industrial - Electronics,RMS IND,3001
NI,Light Industrial - Pharmaceutical,RMS IND,3011
NI,Light Industrial - Biomedical,RMS IND,3021
NI,Light Industrial - Semiconductor,RMS IND,3031
NI,Light Industrial - General Assembly,RMS IND,3041
NI,Light Industrial - General Manufacturing,RMS IND,3051
NI,Light Industrial - Technological Risk,RMS IND,3061
NI,Petrochemical - Refineries,RMS IND,4001
NI,Petrochemical - Pipelines,RMS IND,4011
NI,Petrochemical - Pipelines Below Ground,RMS IND,4021
NI,Petrochemical - Tank Farms,RMS IND,4031
NI,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
NI,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
NI,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
NI,Electric Power Generation - Hydroelectric,RMS IND,5011
NI,Electric Power Generation - Co-Generation (Small),RMS IND,5021
NI,Electric Power Generation - Co-Generation (Mid),RMS IND,5022
NI,Electric Power Generation - Co-Generation (Large),RMS IND,5023
NI,Electric Power Generation - Gas Power (Small),RMS IND,5031
NI,Electric Power Generation - Gas Power (Mid),RMS IND,5032
NI,Electric Power Generation - Gas Power (Large),RMS IND,5033
NI,Electric Power - T&D,RMS IND,6001
NI,Electric Power - Substations (Small),RMS IND,6011
NI,Electric Power - Substations (Mid),RMS IND,6012
NI,Electric Power - Substations (Large),RMS IND,6013
NI,Electric Power - Nuclear Power Plant,RMS IND,6021
NI,Electric Power - Wind Farms (Small),RMS IND,6031
NI,Electric Power - Wind Farms (Mid),RMS IND,6032
NI,Electric Power - Wind Farms (Large),RMS IND,6033
NI,Electric Power - Solar Farms (Small),RMS IND,6041
NI,Electric Power - Solar Farms (Mid),RMS IND,6042
NI,Electric Power - Solar Farms (Large),RMS IND,6043
NI,Natural Gas,RMS IND,7001
NI,Food & Beverage,RMS IND,7011
NI,Data Processing/Telecommunications,RMS IND,7021
NI,Communications,RMS IND,7031
NI,Ports & Harbors,RMS IND,7041
NI,"Dams, Reservoirs only",RMS IND,7051
NI,Water/Sewage treatment plants,RMS IND,7061
NI,Outdoor Mechanical ,RMS IND,7071
NI,Airport (Small),RMS IND,7081
NI,Airport (Mid),RMS IND,7082
NI,Airport (Large),RMS IND,7083
NL,Heavy Industrial - Mining,RMS IND,1001
NL,Heavy Industrial - Cement,RMS IND,1011
NL,Heavy Industrial - Steel,RMS IND,1021
NL,Heavy Industrial - Pulp & Paper,RMS IND,1031
NL,Heavy Industrial - Glass,RMS IND,1041
NL,Heavy Industrial - General,RMS IND,1051
NL,Chemical Processing - Primarily Outdoor,RMS IND,2001
NL,Chemical Processing - Primarily Indoor,RMS IND,2011
NL,Light Industrial - Electronics,RMS IND,3001
NL,Light Industrial - Pharmaceutical,RMS IND,3011
NL,Light Industrial - Biomedical,RMS IND,3021
NL,Light Industrial - Semiconductor,RMS IND,3031
NL,Light Industrial - General Assembly,RMS IND,3041
NL,Light Industrial - General Manufacturing,RMS IND,3051
NL,Light Industrial - Technological Risk,RMS IND,3061
NL,Petrochemical - Refineries,RMS IND,4001
NL,Petrochemical - Pipelines,RMS IND,4011
NL,Petrochemical - Pipelines below ground,RMS IND,4021
NL,Petrochemical - Tank farms,RMS IND,4031
NL,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
NL,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
NL,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
NL,Electric Power Generation - Hydroelectric,RMS IND,5011
NL,Electric Power Generation - Co-Generation (Small),RMS IND,5021
NL,Electric Power Generation - Co-Generation (Medium),RMS IND,5022
NL,Electric Power Generation - Co-Generation (Large),RMS IND,5023
NL,Electric Power Generation - Gas Power (Small),RMS IND,5031
NL,Electric Power Generation - Gas Power (Mid),RMS IND,5032
NL,Electric Power Generation - Gas Power (Large),RMS IND,5033
NL,Electric Power - T&D,RMS IND,6001
NL,Electric Power - Substations (Small),RMS IND,6011
NL,Electric Power - Substations (Mid),RMS IND,6012
NL,Electric Power - Substations (Large),RMS IND,6013
NL,Electric Power - Nuclear power plant,RMS IND,6021
NL,Electric Power - Wind Farms (Small),RMS IND,6031
NL,Electric Power - Wind Farms (Mid),RMS IND,6032
NL,Electric Power - Wind Farms (Large),RMS IND,6033
NL,Electric Power - Solar Farms (Small),RMS IND,6041
NL,Electric Power - Solar Farms (Mid),RMS IND,6042
NL,Electric Power - Solar Farms (Large),RMS IND,6043
NL,Natural Gas,RMS IND,7001
NL,Food & Beverage,RMS IND,7011
NL,Data Processing/Telecommunications,RMS IND,7021
NL,Communications,RMS IND,7031
NL,Ports & Harbors,RMS IND,7041
NL,"Dams, Reservoirs only",RMS IND,7051
NL,Water/Sewage treatment plants,RMS IND,7061
NL,Mechanical,RMS IND,7071
NL,Airport (Small),RMS IND,7081
NL,Airport (Mid),RMS IND,7082
NL,Airport (Large),RMS IND,7083
NO,Heavy Industrial - Mining,RMS IND,1001
NO,Heavy Industrial - Cement,RMS IND,1011
NO,Heavy Industrial - Steel,RMS IND,1021
NO,Heavy Industrial - Pulp & Paper,RMS IND,1031
NO,Heavy Industrial - Glass,RMS IND,1041
NO,Heavy Industrial - General,RMS IND,1051
NO,Chemical Processing - Primarily Outdoor,RMS IND,2001
NO,Chemical Processing - Primarily Indoor,RMS IND,2011
NO,Light Industrial - Electronics,RMS IND,3001
NO,Light Industrial - Pharmaceutical,RMS IND,3011
NO,Light Industrial - Biomedical,RMS IND,3021
NO,Light Industrial - Semiconductor,RMS IND,3031
NO,Light Industrial - General Assembly,RMS IND,3041
NO,Light Industrial - General Manufacturing,RMS IND,3051
NO,Light Industrial - Technological Risk,RMS IND,3061
NO,Petrochemical - Refineries,RMS IND,4001
NO,Petrochemical - Pipelines,RMS IND,4011
NO,Petrochemical - Pipelines below ground,RMS IND,4021
NO,Petrochemical - Tank farms,RMS IND,4031
NO,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
NO,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
NO,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
NO,Electric Power Generation - Hydroelectric,RMS IND,5011
NO,Electric Power Generation - Co-Generation (Small),RMS IND,5021
NO,Electric Power Generation - Co-Generation (Medium),RMS IND,5022
NO,Electric Power Generation - Co-Generation (Large),RMS IND,5023
NO,Electric Power Generation - Gas Power (Small),RMS IND,5031
NO,Electric Power Generation - Gas Power (Mid),RMS IND,5032
NO,Electric Power Generation - Gas Power (Large),RMS IND,5033
NO,Electric Power - T&D,RMS IND,6001
NO,Electric Power - Substations (Small),RMS IND,6011
NO,Electric Power - Substations (Mid),RMS IND,6012
NO,Electric Power - Substations (Large),RMS IND,6013
NO,Electric Power - Nuclear power plant,RMS IND,6021
NO,Electric Power - Wind Farms (Small),RMS IND,6031
NO,Electric Power - Wind Farms (Mid),RMS IND,6032
NO,Electric Power - Wind Farms (Large),RMS IND,6033
NO,Electric Power - Solar Farms (Small),RMS IND,6041
NO,Electric Power - Solar Farms (Mid),RMS IND,6042
NO,Electric Power - Solar Farms (Large),RMS IND,6043
NO,Natural Gas,RMS IND,7001
NO,Food & Beverage,RMS IND,7011
NO,Data Processing/Telecommunications,RMS IND,7021
NO,Communications,RMS IND,7031
NO,Ports & Harbors,RMS IND,7041
NO,"Dams, Reservoirs only",RMS IND,7051
NO,Water/Sewage treatment plants,RMS IND,7061
NO,Mechanical,RMS IND,7071
NO,Airport (Small),RMS IND,7081
NO,Airport (Mid),RMS IND,7082
NO,Airport (Large),RMS IND,7083
NZ,Heavy Industrial - Mining,RMS IND,1001
NZ,Heavy Industrial - Cement,RMS IND,1011
NZ,Heavy Industrial - Steel,RMS IND,1021
NZ,Heavy Industrial - Pulp & Paper,RMS IND,1031
NZ,Heavy Industrial - Glass,RMS IND,1041
NZ,Heavy Industrial - General,RMS IND,1051
NZ,Chemical Processing - Primarily Outdoor,RMS IND,2001
NZ,Chemical Processing - Primarily Indoor,RMS IND,2011
NZ,Light Industrial - Electronics,RMS IND,3001
NZ,Light Industrial - Pharmaceutical,RMS IND,3011
NZ,Light Industrial - Biomedical,RMS IND,3021
NZ,Light Industrial - Semiconductor,RMS IND,3031
NZ,Light Industrial - General Assembly,RMS IND,3041
NZ,Light Industrial - General Manufacturing,RMS IND,3051
NZ,Light Industrial - Technological Risk,RMS IND,3061
NZ,Petrochemical - Refineries,RMS IND,4001
NZ,Petrochemical - Pipelines,RMS IND,4011
NZ,Petrochemical - Pipelines below ground,RMS IND,4021
NZ,Petrochemical - Tank farms,RMS IND,4031
NZ,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
NZ,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
NZ,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
NZ,Electric Power Generation - Hydroelectric,RMS IND,5011
NZ,Electric Power Generation - Co-Generation (Small),RMS IND,5021
NZ,Electric Power Generation - Co-Generation (Medium),RMS IND,5022
NZ,Electric Power Generation - Co-Generation (Large),RMS IND,5023
NZ,Electric Power Generation - Gas Power (Small),RMS IND,5031
NZ,Electric Power Generation - Gas Power (Mid),RMS IND,5032
NZ,Electric Power Generation - Gas Power (Large),RMS IND,5033
NZ,Electric Power - T&D,RMS IND,6001
NZ,Electric Power - Substations,RMS IND,6011
NZ,Electric Power - Substations (Mid),RMS IND,6012
NZ,Electric Power - Substations (Large),RMS IND,6013
NZ,Electric Power - Nuclear power plant,RMS IND,6021
NZ,Electric Power - Wind farms,RMS IND,6031
NZ,Electric Power - Wind Farms (Mid),RMS IND,6032
NZ,Electric Power - Wind Farms (Large),RMS IND,6033
NZ,Electric Power - Solar Farms (Small),RMS IND,6041
NZ,Electric Power - Solar Farms (Mid),RMS IND,6042
NZ,Electric Power - Solar Farms (Large),RMS IND,6043
NZ,Natural Gas,RMS IND,7001
NZ,Food & Beverage,RMS IND,7011
NZ,Data Processing/Telecommunications,RMS IND,7021
NZ,Communications,RMS IND,7031
NZ,Ports & Harbors,RMS IND,7041
NZ,"Dams, Reservoirs only",RMS IND,7051
NZ,Water/Sewage treatment plants,RMS IND,7061
NZ,Mechanical,RMS IND,7071
NZ,Airport (Small),RMS IND,7081
NZ,Airport (Mid),RMS IND,7082
NZ,Airport (Large),RMS IND,7083
PA,Heavy Industrial - Mining,RMS IND,1001
PA,Heavy Industrial - Cement,RMS IND,1011
PA,Heavy Industrial - Steel,RMS IND,1021
PA,Heavy Industrial - Pulp & Paper,RMS IND,1031
PA,Heavy Industrial - Glass,RMS IND,1041
PA,Heavy Industrial - General,RMS IND,1051
PA,Chemical Processing - Primarily Outdoor,RMS IND,2001
PA,Chemical Processing - Primarily Indoor,RMS IND,2011
PA,Light Industrial - Electronics,RMS IND,3001
PA,Light Industrial - Pharmaceutical,RMS IND,3011
PA,Light Industrial - Biomedical,RMS IND,3021
PA,Light Industrial - Semiconductor,RMS IND,3031
PA,Light Industrial - General Assembly,RMS IND,3041
PA,Light Industrial - General Manufacturing,RMS IND,3051
PA,Light Industrial - Technological Risk,RMS IND,3061
PA,Petrochemical - Refineries,RMS IND,4001
PA,Petrochemical - Pipelines,RMS IND,4011
PA,Petrochemical - Pipelines Below Ground,RMS IND,4021
PA,Petrochemical - Tank Farms,RMS IND,4031
PA,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
PA,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
PA,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
PA,Electric Power Generation - Hydroelectric,RMS IND,5011
PA,Electric Power Generation - Co-Generation (Small),RMS IND,5021
PA,Electric Power Generation - Co-Generation (Mid),RMS IND,5022
PA,Electric Power Generation - Co-Generation (Large),RMS IND,5023
PA,Electric Power Generation - Gas Power (Small),RMS IND,5031
PA,Electric Power Generation - Gas Power (Mid),RMS IND,5032
PA,Electric Power Generation - Gas Power (Large),RMS IND,5033
PA,Electric Power - T&D,RMS IND,6001
PA,Electric Power - Substations (Small),RMS IND,6011
PA,Electric Power - Substations (Mid),RMS IND,6012
PA,Electric Power - Substations (Large),RMS IND,6013
PA,Electric Power - Nuclear Power Plant,RMS IND,6021
PA,Electric Power - Wind Farms (Small),RMS IND,6031
PA,Electric Power - Wind Farms (Mid),RMS IND,6032
PA,Electric Power - Wind Farms (Large),RMS IND,6033
PA,Electric Power - Solar Farms (Small),RMS IND,6041
PA,Electric Power - Solar Farms (Mid),RMS IND,6042
PA,Electric Power - Solar Farms (Large),RMS IND,6043
PA,Natural Gas,RMS IND,7001
PA,Food & Beverage,RMS IND,7011
PA,Data Processing/Telecommunications,RMS IND,7021
PA,Communications,RMS IND,7031
PA,Ports & Harbors,RMS IND,7041
PA,"Dams, Reservoirs only",RMS IND,7051
PA,Water/Sewage treatment plants,RMS IND,7061
PA,Outdoor Mechanical ,RMS IND,7071
PA,Airport (Small),RMS IND,7081
PA,Airport (Mid),RMS IND,7082
PA,Airport (Large),RMS IND,7083
PE,Heavy Industrial - Mining,RMS IND,1001
PE,Heavy Industrial - Cement,RMS IND,1011
PE,Heavy Industrial - Steel,RMS IND,1021
PE,Heavy Industrial - Pulp & Paper,RMS IND,1031
PE,Heavy Industrial - Glass,RMS IND,1041
PE,Heavy Industrial - General,RMS IND,1051
PE,Chemical Processing - Primarily Outdoor,RMS IND,2001
PE,Chemical Processing - Primarily Indoor,RMS IND,2011
PE,Light Industrial - Electronics,RMS IND,3001
PE,Light Industrial - Pharmaceutical,RMS IND,3011
PE,Light Industrial - Biomedical,RMS IND,3021
PE,Light Industrial - Semiconductor,RMS IND,3031
PE,Light Industrial - General Assembly,RMS IND,3041
PE,Light Industrial - General Manufacturing,RMS IND,3051
PE,Light Industrial - Technological Risk,RMS IND,3061
PE,Petrochemical - Refineries,RMS IND,4001
PE,Petrochemical - Pipelines,RMS IND,4011
PE,Petrochemical - Pipelines below ground,RMS IND,4021
PE,Petrochemical - Tank farms,RMS IND,4031
PE,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
PE,Electric Power Generation - Fossil Fuel (Mid),RMS IND,5002
PE,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
PE,Electric Power Generation - Hydroelectric,RMS IND,5011
PE,Electric Power Generation - Co-Generation (Small),RMS IND,5021
PE,Electric Power Generation - Co-Generation (Mid),RMS IND,5022
PE,Electric Power Generation - Co-Generation (Large),RMS IND,5023
PE,Electric Power Generation - Gas Power (Small),RMS IND,5031
PE,Electric Power Generation - Gas Power (Mid),RMS IND,5032
PE,Electric Power Generation - Gas Power (Large),RMS IND,5033
PE,Electric Power - T&D,RMS IND,6001
PE,Electric Power - Substations (Small),RMS IND,6011
PE,Electric Power - Substations (Mid),RMS IND,6012
PE,Electric Power - Substations (Large),RMS IND,6013
PE,Electric Power - Nuclear power plant,RMS IND,6021
PE,Electric Power - Wind Farms (Small),RMS IND,6031
PE,Electric Power - Wind Farms (Mid),RMS IND,6032
PE,Electric Power - Wind Farms (Large),RMS IND,6033
PE,Electric Power - Solar Farms (Small),RMS IND,6041
PE,Electric Power - Solar Farms (Mid),RMS IND,6042
PE,Electric Power - Solar Farms (Large),RMS IND,6043
PE,Natural Gas,RMS IND,7001
PE,Food & Beverage,RMS IND,7011
PE,Data Processing/Telecommunications,RMS IND,7021
PE,Communications,RMS IND,7031
PE,Ports & Harbors,RMS IND,7041
PE,"Dams, Reservoirs only",RMS IND,7051
PE,Water/Sewage treatment plants,RMS IND,7061
PE,Outdoor Mechanical,RMS IND,7071
PE,Airport (Small),RMS IND,7081
PE,Airport (Mid),RMS IND,7082
PE,Airport (Large),RMS IND,7083
PH,Heavy Industrial - Mining,RMS IND,1001
PH,Heavy Industrial - Cement,RMS IND,1011
PH,Heavy Industrial - Steel,RMS IND,1021
PH,Heavy Industrial - Pulp & Paper,RMS IND,1031
PH,Heavy Industrial - Glass,RMS IND,1041
PH,Heavy Industrial - General,RMS IND,1051
PH,Chemical Processing - Primarily Outdoor,RMS IND,2001
PH,Chemical Processing - Primarily Indoor,RMS IND,2011
PH,Light Industrial - Electronics,RMS IND,3001
PH,Light Industrial - Pharmaceutical,RMS IND,3011
PH,Light Industrial - Biomedical,RMS IND,3021
PH,Light Industrial - Semiconductor,RMS IND,3031
PH,Light Industrial - General Assembly,RMS IND,3041
PH,Light Industrial - General Manufacturing,RMS IND,3051
PH,Light Industrial - Technological Risk,RMS IND,3061
PH,Petrochemical - Refineries,RMS IND,4001
PH,Petrochemical - Pipelines,RMS IND,4011
PH,Petrochemical - Pipelines Below Ground,RMS IND,4021
PH,Petrochemical - Tank Farms,RMS IND,4031
PH,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
PH,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
PH,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
PH,Electric Power Generation - Hydroelectric,RMS IND,5011
PH,Electric Power Generation - Co-Generation (Small),RMS IND,5021
PH,Electric Power Generation - Co-Generation (Mid),RMS IND,5022
PH,Electric Power Generation - Co-Generation (Large),RMS IND,5023
PH,Electric Power Generation - Gas Power (Small),RMS IND,5031
PH,Electric Power Generation - Gas Power (Mid),RMS IND,5032
PH,Electric Power Generation - Gas Power (Large),RMS IND,5033
PH,Electric Power - T&D,RMS IND,6001
PH,Electric Power - Substations (Small),RMS IND,6011
PH,Electric Power - Substations (Mid),RMS IND,6012
PH,Electric Power - Substations (Large),RMS IND,6013
PH,Electric Power - Nuclear Power Plant,RMS IND,6021
PH,Electric Power - Wind Farms (Small),RMS IND,6031
PH,Electric Power - Wind Farms (Mid),RMS IND,6032
PH,Electric Power - Wind Farms (Large),RMS IND,6033
PH,Electric Power - Solar Farms (Small),RMS IND,6041
PH,Electric Power - Solar Farms (Mid),RMS IND,6042
PH,Electric Power - Solar Farms (Large),RMS IND,6043
PH,Natural Gas,RMS IND,7001
PH,Food & Beverage,RMS IND,7011
PH,Data Processing/Telecommunications,RMS IND,7021
PH,Communications,RMS IND,7031
PH,Ports & Harbors,RMS IND,7041
PH,"Dams, Reservoirs only",RMS IND,7051
PH,Water/Sewage treatment plants,RMS IND,7061
PH,Outdoor Mechanical,RMS IND,7071
PH,Airport (Small),RMS IND,7081
PH,Airport (Mid),RMS IND,7082
PH,Airport (Large),RMS IND,7083
PL,Heavy Industrial - Mining,RMS IND,1001
PL,Heavy Industrial - Cement,RMS IND,1011
PL,Heavy Industrial - Steel,RMS IND,1021
PL,Heavy Industrial - Pulp & Paper,RMS IND,1031
PL,Heavy Industrial - Glass,RMS IND,1041
PL,Heavy Industrial - General,RMS IND,1051
PL,Chemical Processing - Primarily Outdoor,RMS IND,2001
PL,Chemical Processing - Primarily Indoor,RMS IND,2011
PL,Light Industrial - Electronics,RMS IND,3001
PL,Light Industrial - Pharmaceutical,RMS IND,3011
PL,Light Industrial - Biomedical,RMS IND,3021
PL,Light Industrial - Semiconductor,RMS IND,3031
PL,Light Industrial - General Assembly,RMS IND,3041
PL,Light Industrial - General Manufacturing,RMS IND,3051
PL,Light Industrial - Technological Risk,RMS IND,3061
PL,Petrochemical - Refineries,RMS IND,4001
PL,Petrochemical - Pipelines,RMS IND,4011
PL,Petrochemical - Pipelines below ground,RMS IND,4021
PL,Petrochemical - Tank farms,RMS IND,4031
PL,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
PL,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
PL,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
PL,Electric Power Generation - Hydroelectric,RMS IND,5011
PL,Electric Power Generation - Co-Generation (Small),RMS IND,5021
PL,Electric Power Generation - Co-Generation (Medium),RMS IND,5022
PL,Electric Power Generation - Co-Generation (Large),RMS IND,5023
PL,Electric Power Generation - Gas Power (Small),RMS IND,5031
PL,Electric Power Generation - Gas Power (Mid),RMS IND,5032
PL,Electric Power Generation - Gas Power (Large),RMS IND,5033
PL,Electric Power - T&D,RMS IND,6001
PL,Electric Power - Substations (Small),RMS IND,6011
PL,Electric Power - Substations (Mid),RMS IND,6012
PL,Electric Power - Substations (Large),RMS IND,6013
PL,Electric Power - Nuclear power plant,RMS IND,6021
PL,Electric Power - Wind Farms (Small),RMS IND,6031
PL,Electric Power - Wind Farms (Mid),RMS IND,6032
PL,Electric Power - Wind Farms (Large),RMS IND,6033
PL,Electric Power - Solar Farms (Small),RMS IND,6041
PL,Electric Power - Solar Farms (Mid),RMS IND,6042
PL,Electric Power - Solar Farms (Large),RMS IND,6043
PL,Natural Gas,RMS IND,7001
PL,Food & Beverage,RMS IND,7011
PL,Data Processing/Telecommunications,RMS IND,7021
PL,Communications,RMS IND,7031
PL,Ports & Harbors,RMS IND,7041
PL,"Dams, Reservoirs only",RMS IND,7051
PL,Water/Sewage treatment plants,RMS IND,7061
PL,Mechanical,RMS IND,7071
PL,Airport (Small),RMS IND,7081
PL,Airport (Mid),RMS IND,7082
PL,Airport (Large),RMS IND,7083
PT,Heavy Industrial - Mining,RMS IND,1001
PT,Heavy Industrial - Cement,RMS IND,1011
PT,Heavy Industrial - Steel,RMS IND,1021
PT,Heavy Industrial - Pulp & Paper,RMS IND,1031
PT,Heavy Industrial - Glass,RMS IND,1041
PT,Heavy Industrial - General,RMS IND,1051
PT,Chemical Processing - Primarily Outdoor,RMS IND,2001
PT,Chemical Processing - Primarily Indoor,RMS IND,2011
PT,Light Industrial - Electronics,RMS IND,3001
PT,Light Industrial - Pharmaceutical,RMS IND,3011
PT,Light Industrial - Biomedical,RMS IND,3021
PT,Light Industrial - Semiconductor,RMS IND,3031
PT,Light Industrial - General Assembly,RMS IND,3041
PT,Light Industrial - General Manufacturing,RMS IND,3051
PT,Light Industrial - Technological Risk,RMS IND,3061
PT,Petrochemical - Refineries,RMS IND,4001
PT,Petrochemical - Pipelines,RMS IND,4011
PT,Petrochemical - Pipelines below ground,RMS IND,4021
PT,Petrochemical - Tank farms,RMS IND,4031
PT,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
PT,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
PT,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
PT,Electric Power Generation - Hydroelectric,RMS IND,5011
PT,Electric Power Generation - Co-Generation (Small),RMS IND,5021
PT,Electric Power Generation - Co-Generation (Medium),RMS IND,5022
PT,Electric Power Generation - Co-Generation (Large),RMS IND,5023
PT,Electric Power Generation - Gas Power (Small),RMS IND,5031
PT,Electric Power Generation - Gas Power (Mid),RMS IND,5032
PT,Electric Power Generation - Gas Power (Large),RMS IND,5033
PT,Electric Power - T&D,RMS IND,6001
PT,Electric Power - Substations (Small),RMS IND,6011
PT,Electric Power - Substations (Mid),RMS IND,6012
PT,Electric Power - Substations (Large),RMS IND,6013
PT,Electric Power - Nuclear power plant,RMS IND,6021
PT,Electric Power - Wind Farms (Small),RMS IND,6031
PT,Electric Power - Wind Farms (Mid),RMS IND,6032
PT,Electric Power - Wind Farms (Large),RMS IND,6033
PT,Electric Power - Solar Farms (Small),RMS IND,6041
PT,Electric Power - Solar Farms (Mid),RMS IND,6042
PT,Electric Power - Solar Farms (Large),RMS IND,6043
PT,Natural Gas,RMS IND,7001
PT,Food & Beverage,RMS IND,7011
PT,Data Processing/Telecommunications,RMS IND,7021
PT,Communications,RMS IND,7031
PT,Ports & Harbors,RMS IND,7041
PT,"Dams, Reservoirs only",RMS IND,7051
PT,Water/Sewage treatment plants,RMS IND,7061
PT,Mechanical,RMS IND,7071
PT,Airport (Small),RMS IND,7081
PT,Airport (Mid),RMS IND,7082
PT,Airport (Large),RMS IND,7083
RO,Heavy Industrial - Mining,RMS IND,1001
RO,Heavy Industrial - Cement,RMS IND,1011
RO,Heavy Industrial - Steel,RMS IND,1021
RO,Heavy Industrial - Pulp & Paper,RMS IND,1031
RO,Heavy Industrial - Glass,RMS IND,1041
RO,Heavy Industrial - General,RMS IND,1051
RO,Chemical Processing - Primarily Outdoor,RMS IND,2001
RO,Chemical Processing - Primarily Indoor,RMS IND,2011
RO,Light Industrial - Electronics,RMS IND,3001
RO,Light Industrial - Pharmaceutical,RMS IND,3011
RO,Light Industrial - Biomedical,RMS IND,3021
RO,Light Industrial - Semiconductor,RMS IND,3031
RO,Light Industrial - General Assembly,RMS IND,3041
RO,Light Industrial - General Manufacturing,RMS IND,3051
RO,Light Industrial - Technological Risk,RMS IND,3061
RO,Petrochemical - Refineries,RMS IND,4001
RO,Petrochemical - Pipelines,RMS IND,4011
RO,Petrochemical - Pipelines below ground,RMS IND,4021
RO,Petrochemical - Tank farms,RMS IND,4031
RO,Electric Power Generation - Fossil Fuel (Small),RMS IND,5001
RO,Electric Power Generation - Fossil Fuel (Medium),RMS IND,5002
RO,Electric Power Generation - Fossil Fuel (Large),RMS IND,5003
RO,Electric Power Generation - Hydroelectric,RMS IND,5011
RO,Electric Power Generation - Co-Generation (Small),RMS IND,5021
RO,Electric Power Generation - Co-Generation (Medium),RMS IND,5022
RO,Electric Power Generation - Co-Generation (Large),RMS IND,5023
RO,Electric Power Generation - Gas Power (Small),RMS IND,5031
RO,Electric Power Generation - Gas Power (Mid),RMS IND,5032
RO,Electric Power Generation - Gas Power (Large),RMS IND,5033
RO,Electric Power - T&D,RMS IND,6001
RO,Electric Power - Substations (Small),RMS IND,6011
RO,Electric Power - Substations (Mid),RMS IND,6012
RO,Electric Power - Substations (Large),RMS IND,6013
RO,Electric Power - Nuclear power plant,RMS IND,6021
RO,Electric Power - Wind Farms (Small),RMS IND,6031
RO,Electric Power - Wind Farms (Mid),RMS IND,6032
RO,Electric Power - Wind Farms (Large),RMS IND,6033
RO,Electric Power - Solar Farms (Small),RMS IND,6041
RO,Electric Power - Solar Farms (Mid),RMS IND,6042
RO,Electric Power - Solar Farms (Large),RMS IND,6043
RO,Natural Gas,RMS IND,7001
RO,Food & Beverage,RMS IND,7011
RO,Data Processing/Telecommunications,RMS IND,7021
RO,Communications,RMS IND,7031
RO,Ports & Harbors,RMS IND,7041
RO,"Dams, Reservoirs only",RMS IND,7051
RO,Water/Sewage treatment plants,RMS IND,7061
RO,Mechanical,RMS IND,7071
RO,Airport (Small),RMS IND,7081
RO,Airport (Mid),RMS IND,7082
RO,Airport (Large),RMS IND,7083
SE,Heavy Industrial - Mining,RMS IND,1001
SE,Heavy Industrial - Cement,RMS IND,1011
SE,Heavy Industrial - Steel,RMS IND,1021
SE,Heavy Industrial - Pulp & Paper,RMS IND,1031
SE,Heavy Industrial - Glass,RMS IND,1041
